identifier	synonyms	search	citations	isAuthor	letterCnt	numCnt	totalCnt	filtered_citations	summed_citations
CL-11	cl-11	colon	184	FALSE	2	2	4	184	243
C2BBe1	bbe	colon	870	FALSE	3	0	3	NA	1466
SW620	sw620	colon	13500	FALSE	2	3	5	13500	16360
COLO 320HSR	colo 320 hsr	colon	151	FALSE	7	3	10	151	414
SW948	sw-948	colon	181	FALSE	2	3	5	181	994
COLO 320HSR	colo-hsr	colon	13	FALSE	7	0	7	13	414
EGI-1	egi-1	cholangiocarcinoma	170	FALSE	3	1	4	170	187
EGI-1	egi1	cholangiocarcinoma	17	FALSE	3	1	4	17	187
NCI-H460	nci-hut-460	lung	1	FALSE	6	3	9	1	27800
NCI-H1299	h-1299	lung	224	FALSE	1	4	5	224	18893
LCLC-103H	lclc103h	lung	15	FALSE	5	3	8	15	164
NCI-H460	nci-460	lung	239	FALSE	3	3	6	239	27800
NCI-H810	ncih810	lung	4	FALSE	4	3	7	4	157
NCI-H1581	nci-h1581	lung	55	FALSE	4	4	8	55	230
IA-LM	ialm	lung	14	TRUE	4	0	4	14	29
NCI-H2126	h2126	lung	265	FALSE	1	4	5	265	343
NCI-H1155	h-1155	lung	7	FALSE	1	4	5	7	506
NCI-H460	h-460	lung	732	FALSE	1	3	4	732	27800
NCI-H460	h460	lung	17400	FALSE	1	3	4	17400	27800
NCI-H1299	h1299	lung	16400	FALSE	1	4	5	16400	18893
LCLC-103H	large cell lung cancer-103h	lung	NA	FALSE	20	3	23	NA	164
NCI-H1155	nci-h1155	lung	126	FALSE	4	4	8	126	506
COR-L23	corl23	lung	60	FALSE	4	2	6	60	602
NCI-H810	h-810	lung	19	FALSE	1	3	4	19	157
NCI-H1155	nci-1155	lung	3	FALSE	3	4	7	3	506
NCI-H661	h661	lung	967	FALSE	1	3	4	967	1312
LCLC-103H	lclc-103h	lung	149	FALSE	5	3	8	149	164
NCI-H1299	ncih1299	lung	49	FALSE	4	4	8	49	18893
NCI-H1581	ncih1581	lung	5	FALSE	4	4	8	5	230
NCI-H661	nci-h661	lung	293	FALSE	4	3	7	293	1312
COR-L23	cor-l23/p	lung	51	FALSE	5	2	7	51	602
LCLC-97TM1	lclc97tm1	lung	7	FALSE	6	3	9	7	52
NCI-H460	ncih460	lung	208	FALSE	4	3	7	208	27800
COR-L23	l23/p	lung	55	FALSE	2	2	4	55	602
LCLC-97TM1	lclc-97tm1	lung	45	FALSE	6	3	9	45	52
NCI-H1581	h1581	lung	155	FALSE	1	4	5	155	230
COR-L23	cor-l23	lung	436	FALSE	4	2	6	436	602
NCI-H810	h810	lung	93	FALSE	1	3	4	93	157
NCI-H2126	ncih2126	lung	3	FALSE	4	4	8	3	343
IA-LM	ia-lm	lung	15	FALSE	4	0	4	15	29
NCI-H1155	ncih1155	lung	5	FALSE	4	4	8	5	506
NCI-H661	h-661	lung	39	FALSE	1	3	4	39	1312
NCI-H460	nci.h460	lung	9220	FALSE	4	3	7	9220	27800
NCI-H661	ncih661	lung	13	FALSE	4	3	7	13	1312
NCI-H2126	nci-h2126	lung	71	FALSE	4	4	8	71	343
NCI-H460	nci-h460	lung	9220	FALSE	4	3	7	9220	27800
NCI-H1299	nci-h1299	lung	2220	FALSE	4	4	8	2220	18893
NCI-H2126	h-2126	lung	4	FALSE	1	4	5	4	343
NCI-H810	nci-h810	lung	41	FALSE	4	3	7	41	157
NCI-H1155	h1155	lung	365	FALSE	1	4	5	365	506
NCI-H1581	h-1581	lung	15	FALSE	1	4	5	15	230
Lu-65	lu-65m	lung	NA	FALSE	3	2	5	NA	398
Lu-99A	lu-99a	lung	8	FALSE	3	2	5	8	48
Lu-65	lu-65	lung	136	FALSE	2	2	4	136	398
Lu-65	c-lu65	lung	9	FALSE	3	2	5	9	398
Lu-65	lu65	lung	245	FALSE	2	2	4	245	398
Lu-99A	lu99a	lung	40	FALSE	3	2	5	40	48
Lu-65	c-lu-65	lung	8	FALSE	3	2	5	8	398
NCI-H292	h292	lung	3320	FALSE	1	3	4	3320	5554
NCI-H292	nci-h292	lung	2080	FALSE	4	3	7	2080	5554
NCI-H292	ncih292	lung	36	FALSE	4	3	7	36	5554
NCI-H292	hut292	lung	13	FALSE	3	3	6	13	5554
NCI-H292	h-292	lung	104	FALSE	1	3	4	104	5554
EPLC-272H	epidermoid lung cancer-272h	lung	NA	FALSE	21	3	24	NA	41
NCI-H292	nci-hut-292	lung	1	FALSE	6	3	9	1	5554
EPLC-272H	eplc-272h	lung	41	FALSE	5	3	8	41	41
EoL-1	eol-1-cell	leukemia	228	FALSE	7	1	8	228	1085
EoL-1	eol-1 cell	leukemia	228	FALSE	7	1	8	228	1085
EoL-1	eol1	leukemia	67	FALSE	3	1	4	67	1085
EoL-1	eol-1	leukemia	785	FALSE	3	1	4	785	1085
EoL-1	aml-eol-1	leukemia	5	FALSE	6	1	7	5	1085
NCI-H2595	nci-h2595	mesothelioma	4	FALSE	4	4	8	4	54
NCI-H2461	nci-h2461	mesothelioma	5	FALSE	4	4	8	5	86
NCI-H2461	h-2461	mesothelioma	2	FALSE	1	4	5	2	86
NCI-H2810	h2810	mesothelioma	11	FALSE	1	4	5	11	14
NCI-H2818	h-2818	mesothelioma	2	FALSE	1	4	5	2	18
NCI-H2595	h-2595	mesothelioma	3	FALSE	1	4	5	3	54
NCI-H226	nci.h226	mesothelioma	249	FALSE	4	3	7	249	712
NCI-H2810	ncih2810	mesothelioma	NA	FALSE	4	4	8	NA	14
NCI-H2591	h-2591	mesothelioma	3	FALSE	1	4	5	3	28
NCI-H2595	h2595	mesothelioma	47	FALSE	1	4	5	47	54
NCI-H2591	h2591	mesothelioma	24	FALSE	1	4	5	24	28
MPP 89	mpp 89	mesothelioma	25	FALSE	3	2	5	25	80
NCI-H226	hut-226	mesothelioma	1	FALSE	3	3	6	1	712
NCI-H2818	h2818	mesothelioma	10	FALSE	1	4	5	10	18
NCI-H2818	nci-h2818	mesothelioma	6	FALSE	4	4	8	6	18
IST-Mes1	istmes1	mesothelioma	1	FALSE	6	1	7	1	54
NCI-H2810	h-2810	mesothelioma	NA	FALSE	1	4	5	NA	14
NCI-H2461	ncih2461	mesothelioma	NA	FALSE	4	4	8	NA	86
NCI-H226	ncih226	mesothelioma	2	FALSE	4	3	7	2	712
MPP 89	mpp89	mesothelioma	55	FALSE	3	2	5	55	80
NCI-H2795	nci-h2795	mesothelioma	8	FALSE	4	4	8	8	22
NCI-H2461	h2461	mesothelioma	79	FALSE	1	4	5	79	86
MPP 89	mpp-89	mesothelioma	25	FALSE	3	2	5	25	80
NCI-H2810	nci-h2810	mesothelioma	3	FALSE	4	4	8	3	14
NCI-H2795	ncih2795	mesothelioma	NA	FALSE	4	4	8	NA	22
IST-Mes1	ist-mes1	mesothelioma	39	FALSE	6	1	7	39	54
NCI-H226	nci-h226	mesothelioma	249	FALSE	4	3	7	249	712
NCI-H2591	ncih2591	mesothelioma	NA	FALSE	4	4	8	NA	28
NCI-H226	nci h226	mesothelioma	249	FALSE	4	3	7	249	712
NCI-H2795	h2795	mesothelioma	14	FALSE	1	4	5	14	22
NCI-H226	hut 226	mesothelioma	1	FALSE	3	3	6	1	712
NCI-H226	h226	mesothelioma	451	FALSE	1	3	4	451	712
NCI-H2818	ncih2818	mesothelioma	NA	FALSE	4	4	8	NA	18
IST-Mes1	ist-mes-1	mesothelioma	14	FALSE	6	1	7	14	54
NCI-H2795	h-2795	mesothelioma	NA	FALSE	1	4	5	NA	22
NCI-H2595	ncih2595	mesothelioma	NA	FALSE	4	4	8	NA	54
NCI-H226	h-226	mesothelioma	9	FALSE	1	3	4	9	712
NCI-H2591	nci-h2591	mesothelioma	1	FALSE	4	4	8	1	28
NCI-H2373	h2373	mesothelioma	176	FALSE	1	4	5	176	234
NCI-H28	ncih28	mesothelioma	5	FALSE	4	2	6	5	1334
NCI-H2731	nci-h2731	mesothelioma	6	FALSE	4	4	8	6	19
NCI-H28	h-28	mesothelioma	92	FALSE	1	2	3	92	1334
NCI-H28	hut28	mesothelioma	6	FALSE	3	2	5	6	1334
NCI-H28	hut 28	mesothelioma	18	FALSE	3	2	5	18	1334
NCI-H2373	ncih2373	mesothelioma	NA	FALSE	4	4	8	NA	234
NCI-H2052	h-2052	mesothelioma	17	FALSE	1	4	5	17	661
NCI-H2373	nci-h2373	mesothelioma	42	FALSE	4	4	8	42	234
NCI-H2731	h2731	mesothelioma	13	FALSE	1	4	5	13	19
NCI-H2731	h-2731	mesothelioma	NA	FALSE	1	4	5	NA	19
NCI-H2052	nci-h2052	mesothelioma	198	FALSE	4	4	8	198	661
NCI-H2731	ncih2731	mesothelioma	NA	FALSE	4	4	8	NA	19
NCI-H28	nci-h28	mesothelioma	300	FALSE	4	2	6	300	1334
NCI-H28	h28	mesothelioma	913	FALSE	1	2	3	913	1334
NCI-H2373	h-2373	mesothelioma	16	FALSE	1	4	5	16	234
NCI-H2052	ncih2052	mesothelioma	2	FALSE	4	4	8	2	661
NCI-H28	hut-28	mesothelioma	18	FALSE	3	2	5	18	1334
NCI-H2052	h2052	mesothelioma	444	FALSE	1	4	5	444	661
NCI-H2052	h2052_mm	mesothelioma	NA	FALSE	3	4	7	NA	661
MSTO-211H	msto-211	mesothelioma	75	FALSE	4	3	7	75	2975
NCI-H2452	h-2452	mesothelioma	35	FALSE	1	4	5	35	653
NCI-H2869	h2869	mesothelioma	6	FALSE	1	4	5	6	7
MSTO-211H	msto-211h	mesothelioma	1370	FALSE	5	3	8	1370	2975
MSTO-211H	mesothelioma-211h	mesothelioma	10	FALSE	13	3	16	10	2975
NCI-H2452	nci-h2452	mesothelioma	198	FALSE	4	4	8	198	653
NCI-H2452	h2452	mesothelioma	418	FALSE	1	4	5	418	653
NCI-H2869	ncih2869	mesothelioma	NA	FALSE	4	4	8	NA	7
MSTO-211H	msto-211 h	mesothelioma	28	FALSE	5	3	8	28	2975
NCI-H2452	ncih2452	mesothelioma	2	FALSE	4	4	8	2	653
NCI-H2869	nci-h2869	mesothelioma	1	FALSE	4	4	8	1	7
NCI-H2869	h-2869	mesothelioma	NA	FALSE	1	4	5	NA	7
MSTO-211H	msto211h	mesothelioma	52	FALSE	5	3	8	52	2975
MSTO-211H	211h	mesothelioma	1440	FALSE	1	3	4	1440	2975
CGTH-W-1	cgth w-1	thyroid	55	FALSE	5	1	6	55	71
CGTH-W-1	cgth-w-1	thyroid	55	FALSE	5	1	6	55	71
CGTH-W-1	cgthw1	thyroid	NA	FALSE	5	1	6	NA	71
CGTH-W-1	cgth-w1	thyroid	16	FALSE	5	1	6	16	71
JEG-3	jeg3	choriocarcinoma	892	FALSE	3	1	4	892	4642
JAR	jar	choriocarcinoma	2890	FALSE	3	0	3	NA	NA
JEG-3	jeg-3	choriocarcinoma	3750	FALSE	3	1	4	3750	4642
HSC-3	hsc 3	tongue	964	FALSE	3	1	4	964	1305
PE/CA-PJ15	pe/ca-pj15	tongue	52	FALSE	6	2	8	52	64
PE/CA-PJ15	pe/ca-pj-15	tongue	12	FALSE	6	2	8	12	64
BICR 31	bicr 31	tongue	5	FALSE	4	2	6	5	23
SCC-15	scc 15	tongue	435	FALSE	3	2	5	435	727
CAL-27	cal-27	tongue	865	FALSE	3	2	5	865	1683
BICR 22	beatson institute for cancer research 22	tongue	NA	FALSE	33	2	35	NA	11
CAL-33	cal-33	tongue	84	FALSE	3	2	5	84	222
CAL-27	cal27	tongue	817	FALSE	3	2	5	817	1683
PE/CA-PJ15	pe-ca-pj15	tongue	52	FALSE	6	2	8	52	64
BICR 31	bicr-31	tongue	5	FALSE	4	2	6	5	23
SCC-15	scc-15	tongue	435	FALSE	3	2	5	435	727
BICR 22	bicr22	tongue	7	FALSE	4	2	6	7	11
UPCI-SCC-090	scc90	tongue	37	FALSE	3	2	5	37	178
PE/CA-PJ15	pe/ca pj15	tongue	52	FALSE	6	2	8	52	64
BICR 31	bicr31	tongue	17	FALSE	4	2	6	17	23
CAL-27	cal 27	tongue	865	FALSE	3	2	5	865	1683
BICR 22	bicr 22	tongue	3	FALSE	4	2	6	3	11
SAS	sas	tongue	2150	FALSE	3	0	3	NA	NA
PCI-38	pci-38	tongue	6	FALSE	3	2	5	6	6
UPCI-SCC-090	upci:scc90	tongue	17	FALSE	7	2	9	17	178
UPCI-SCC-090	upciscc090	tongue	3	FALSE	7	3	10	3	178
OSC-20	osc-20	tongue	53	FALSE	3	2	5	53	92
OSC-19	osc19	tongue	96	FALSE	3	2	5	96	272
PE/CA-PJ15	pecapj15	tongue	NA	FALSE	6	2	8	NA	64
HSC-3	hsc-3	tongue	964	FALSE	3	1	4	964	1305
UPCI-SCC-090	upci-scc090	tongue	49	FALSE	7	3	10	49	178
SCC-4	scc-4	tongue	1050	FALSE	3	1	4	1050	1468
PE/CA-PJ15	pe ca pj15	tongue	52	FALSE	6	2	8	52	64
UPCI-SCC-090	upci-scc-090	tongue	7	FALSE	7	3	10	7	178
SCC-9	scc9	tongue	493	FALSE	3	1	4	493	1230
HSC-3	hsc3	tongue	341	FALSE	3	1	4	341	1305
CAL-27	centre antoine lacassagne-27	tongue	1	FALSE	23	2	25	1	1683
PCI-30	pci-30	tongue	16	FALSE	3	2	5	16	16
SCC-9	scc 9	tongue	737	FALSE	3	1	4	737	1230
SCC-25	scc-25	tongue	804	FALSE	3	2	5	804	1500
SCC-4	scc4	tongue	418	FALSE	3	1	4	418	1468
BICR 31	beatson institute for cancer research 31	tongue	1	FALSE	33	2	35	1	23
OSC-20	osc20	tongue	39	FALSE	3	2	5	39	92
SCC-9	scc-9	tongue	737	FALSE	3	1	4	737	1230
OSC-19	osc-19	tongue	176	FALSE	3	2	5	176	272
UPCI-SCC-090	upci:scc090	tongue	49	FALSE	7	3	10	49	178
SCC-4	scc 4	tongue	1050	FALSE	3	1	4	1050	1468
SCC-25	hscc-25	tongue	1	FALSE	4	2	6	1	1500
SCC-25	scc25	tongue	695	FALSE	3	2	5	695	1500
HSC-4	hsc-4	tongue	433	FALSE	3	1	4	433	582
CAL-33	cal 33	tongue	84	FALSE	3	2	5	84	222
SCC-25	scc 25	tongue	804	FALSE	3	2	5	804	1500
HSC-4	hsc4	tongue	149	FALSE	3	1	4	149	582
BICR 22	bicr-22 m	tongue	1	FALSE	5	2	7	1	11
CAL-33	centre antoine lacassagne-33	tongue	7	FALSE	23	2	25	7	222
UPCI-SCC-090	scc090	tongue	59	FALSE	3	3	6	59	178
UPCI-SCC-090	upci-scc-90	tongue	6	FALSE	7	2	9	6	178
CAL-33	cal33	tongue	131	FALSE	3	2	5	131	222
BICR 22	bicr-22	tongue	3	FALSE	4	2	6	3	11
SCC-15	scc15	tongue	292	FALSE	3	2	5	292	727
PE/CA-PJ15	pe_ca-pj15	tongue	NA	FALSE	6	2	8	NA	64
VL51	vl-51	lymphoma	3	FALSE	2	2	4	3	135
VL51	vl51	lymphoma	19	FALSE	2	2	4	19	135
VL51	slvl	lymphoma	113	FALSE	4	0	4	113	135
MY-M12	my-m12	leukemia	NA	FALSE	3	2	5	NA	NA
MY-M12	my clone m12	leukemia	NA	FALSE	8	2	10	NA	NA
MY-M12	mym12	leukemia	NA	FALSE	3	2	5	NA	NA
JVM-3	jvm-3	leukemia	92	FALSE	3	1	4	92	143
JVM-3	jvm3	leukemia	51	FALSE	3	1	4	51	143
ES4	es-4	ewing sarcoma	49	FALSE	2	1	3	49	77
EW-3	iarc-ew 3	ewing sarcoma	3	FALSE	6	1	7	3	57
ES5	es5	ewing sarcoma	7	FALSE	2	1	3	7	7
EW-12	ew12	ewing sarcoma	8	FALSE	2	2	4	8	17
SK-ES-1	sk-es-1	ewing sarcoma	440	FALSE	4	1	5	440	1144
SK-ES-1	skes1	ewing sarcoma	39	FALSE	4	1	5	39	1144
EW-16	iarc-ew-16	ewing sarcoma	NA	FALSE	6	2	8	NA	13
EW-1	iarc-ew 1	ewing sarcoma	10	FALSE	6	1	7	10	105
EW-18	ew18	ewing sarcoma	9	FALSE	2	2	4	9	13
Rh1	sjrh-1	ewing sarcoma	5	FALSE	4	1	5	5	161
EW-18	ew-18	ewing sarcoma	4	FALSE	2	2	4	4	13
EW-22	iarc-ew-22	ewing sarcoma	NA	FALSE	6	2	8	NA	9
EW-22	ew-22	ewing sarcoma	3	FALSE	2	2	4	3	9
SK-NEP-1	sk-nep-1	ewing sarcoma	173	FALSE	5	1	6	173	220
ES1	es1	ewing sarcoma	239	FALSE	2	1	3	239	848
SK-ES-1	sk es 01	ewing sarcoma	NA	FALSE	4	2	6	NA	1144
EW-13	iarc-ew-13	ewing sarcoma	1	FALSE	6	2	8	1	7
A-673	a-673	ewing sarcoma	96	FALSE	1	3	4	96	920
EW-12	iarc-ew 12	ewing sarcoma	2	FALSE	6	2	8	2	17
EW-24	ew24	ewing sarcoma	33	FALSE	2	2	4	33	39
ES4	es4	ewing sarcoma	28	FALSE	2	1	3	28	77
SK-NEP-1	sknep-1	ewing sarcoma	7	FALSE	5	1	6	7	220
TC-71	gm11654	ewing sarcoma	NA	FALSE	2	5	7	NA	928
EW-24	ew-24	ewing sarcoma	6	FALSE	2	2	4	6	39
Rh1	rh1	ewing sarcoma	125	FALSE	2	1	3	125	161
A-673	a673	ewing sarcoma	823	FALSE	1	3	4	823	920
EW-12	iarc-ew12	ewing sarcoma	3	FALSE	6	2	8	3	17
EW-11	iarc-ew 11	ewing sarcoma	2	FALSE	6	2	8	2	17
SK-NEP-1	sknep1	ewing sarcoma	8	FALSE	5	1	6	8	220
A-673	rms1598	ewing sarcoma	NA	FALSE	3	4	7	NA	920
SK-NEP-1	sknep	ewing sarcoma	32	FALSE	5	0	5	32	220
EW-24	iarc-ew-24	ewing sarcoma	NA	FALSE	6	2	8	NA	39
EW-1	ew-1	ewing sarcoma	41	FALSE	2	1	3	41	105
CADO-ES1	cado-es1	ewing sarcoma	72	FALSE	6	1	7	72	187
A-673	rms 1598	ewing sarcoma	1	FALSE	3	4	7	1	920
EW-1	ew1	ewing sarcoma	42	FALSE	2	1	3	42	105
EW-18	iarc-ew-18	ewing sarcoma	NA	FALSE	6	2	8	NA	13
CADO-ES1	cadoes1	ewing sarcoma	3	FALSE	6	1	7	3	187
EW-13	ew13	ewing sarcoma	4	FALSE	2	2	4	4	7
EW-11	iarc-ew-11	ewing sarcoma	2	FALSE	6	2	8	2	17
Rh1	sjrh1	ewing sarcoma	2	FALSE	4	1	5	2	161
EW-13	ew-13	ewing sarcoma	2	FALSE	2	2	4	2	7
EW-3	iarc-ew3	ewing sarcoma	3	FALSE	6	1	7	3	57
EW-1	iarc-ew1	ewing sarcoma	12	FALSE	6	1	7	12	105
CADO-ES1	cado-es	ewing sarcoma	71	FALSE	6	0	6	71	187
EW-12	iarc-ew-12	ewing sarcoma	2	FALSE	6	2	8	2	17
TC-71	tc71	ewing sarcoma	431	FALSE	2	2	4	431	928
SK-ES-1	sk-es1	ewing sarcoma	94	FALSE	4	1	5	94	1144
EW-12	ew-12	ewing sarcoma	4	FALSE	2	2	4	4	17
EW-11	iarc-ew11	ewing sarcoma	6	FALSE	6	2	8	6	17
EW-3	ew3	ewing sarcoma	45	FALSE	2	1	3	45	57
ES8	es-8	ewing sarcoma	137	FALSE	2	1	3	137	160
TC-71	tc-71	ewing sarcoma	497	FALSE	2	2	4	497	928
EW-22	ew22	ewing sarcoma	6	FALSE	2	2	4	6	9
SK-ES-1	sk-es	ewing sarcoma	528	FALSE	4	0	4	528	1144
Rh1	rh-1	ewing sarcoma	29	FALSE	2	1	3	29	161
MHH-ES-1	mhh-es-1	ewing sarcoma	58	FALSE	5	1	6	58	88
EW-7	iarc-ew 7	ewing sarcoma	4	FALSE	6	1	7	4	139
EW-7	iarc-ew-7	ewing sarcoma	4	FALSE	6	1	7	4	139
EW-7	ew7	ewing sarcoma	92	FALSE	2	1	3	92	139
EW-16	iarc-ew16	ewing sarcoma	1	FALSE	6	2	8	1	13
ES8	es8	ewing sarcoma	23	FALSE	2	1	3	23	160
EW-7	iarc-ew7	ewing sarcoma	13	FALSE	6	1	7	13	139
EW-13	iarc-ew13	ewing sarcoma	2	FALSE	6	2	8	2	7
CADO-ES1	cado-es-1	ewing sarcoma	41	FALSE	6	1	7	41	187
EW-16	iarc-ew 16	ewing sarcoma	NA	FALSE	6	2	8	NA	13
ES7	es7	ewing sarcoma	23	FALSE	2	1	3	23	63
ES7	es-7	ewing sarcoma	40	FALSE	2	1	3	40	63
EW-13	iarc-ew 13	ewing sarcoma	1	FALSE	6	2	8	1	7
CADO-ES1	cado es1	ewing sarcoma	72	FALSE	6	1	7	72	187
ES6	es6	ewing sarcoma	15	FALSE	2	1	3	15	65
EW-16	ew-16	ewing sarcoma	3	FALSE	2	2	4	3	13
MHH-ES-1	mhhes1	ewing sarcoma	7	FALSE	5	1	6	7	88
ES3	es3	ewing sarcoma	21	FALSE	2	1	3	21	88
CADO-ES1	center for adult diseases osaka-ewing sarcoma 1	ewing sarcoma	NA	FALSE	39	1	40	NA	187
SK-ES-1	skes-1	ewing sarcoma	43	FALSE	4	1	5	43	1144
EW-3	ew-3	ewing sarcoma	9	FALSE	2	1	3	9	57
EW-11	ew11	ewing sarcoma	9	FALSE	2	2	4	9	17
MHH-ES-1	mhh-es1	ewing sarcoma	23	FALSE	5	1	6	23	88
EW-7	ew-7	ewing sarcoma	30	FALSE	2	1	3	30	139
CADO-ES1	escado1	ewing sarcoma	NA	FALSE	6	1	7	NA	187
EW-11	ew-11	ewing sarcoma	6	FALSE	2	2	4	6	17
EW-16	ew16	ewing sarcoma	9	FALSE	2	2	4	9	13
EW-1	iarc-ew-1	ewing sarcoma	10	FALSE	6	1	7	10	105
EW-3	iarc-ew-3	ewing sarcoma	3	FALSE	6	1	7	3	57
ES3	es-3	ewing sarcoma	67	FALSE	2	1	3	67	88
ES1	es-1	ewing sarcoma	609	FALSE	2	1	3	609	848
ES6	es-6	ewing sarcoma	50	FALSE	2	1	3	50	65
DJM-1	djm-1	skin	213	FALSE	3	1	4	213	222
DJM-1	djm1	skin	9	FALSE	3	1	4	9	222
TGW	tgw-i-nu	adrenal	1	FALSE	6	0	6	1	8
SiMa	sima	adrenal	325	FALSE	4	0	4	NA	NA
TGW	tgw-nu	adrenal	7	FALSE	5	0	5	7	8
TGW	tgw-nu-1	adrenal	1	FALSE	5	1	6	1	8
TGW	tog	adrenal	91	FALSE	3	0	3	NA	8
TGW	tgw	adrenal	80	FALSE	3	0	3	NA	8
BICR 78	bicr-78	oral	5	FALSE	4	2	6	5	16
BICR 78	bicr 78	oral	5	FALSE	4	2	6	5	16
BICR 78	bicr78	oral	11	FALSE	4	2	6	11	16
HSC-2	hsc-2	oral	1260	FALSE	3	1	4	1260	1595
BICR 78	beatson institute for cancer research 78	oral	NA	FALSE	33	2	35	NA	16
HSC-2	hsc2	oral	335	FALSE	3	1	4	335	1595
HN	hn	oral	NA	FALSE	2	0	2	NA	NA
VCaP	vertebral cancer of the prostate	prostate	78	FALSE	28	0	28	78	2778
LNCaP clone FGC	lncap-atcc	prostate	451	FALSE	9	0	9	451	1344
22Rv1	22rv-1	prostate	161	FALSE	2	3	5	161	7200
DU145	du_145	prostate	11	FALSE	2	3	5	11	35511
LNCaP clone FGC	lncap.fgc	prostate	718	FALSE	8	0	8	718	1344
22Rv1	22rv1	prostate	5130	FALSE	2	3	5	5130	7200
LNCaP clone FGC	lncap fgc	prostate	718	FALSE	8	0	8	718	1344
PC-3	pc-3	prostate	44800	FALSE	2	1	3	44800	69900
22Rv1	cwr22rv1	prostate	1130	FALSE	5	3	8	1130	7200
22Rv1	cwr-22rv1	prostate	65	FALSE	5	3	8	65	7200
LNCaP clone FGC	lncap-fgc	prostate	718	FALSE	8	0	8	718	1344
VCaP	vcap	prostate	2700	FALSE	4	0	4	2700	2778
22Rv1	cwr22-rv1	prostate	79	FALSE	5	3	8	79	7200
DU145	du145	prostate	19900	FALSE	2	3	5	19900	35511
PC-3	pc.3	prostate	44800	FALSE	2	1	3	44800	69900
22Rv1	cwr22r-v1	prostate	4	FALSE	5	3	8	4	7200
LNCaP clone FGC	lncap-clone-fgc	prostate	175	FALSE	13	0	13	175	1344
LNCaP clone FGC	lncap clone fgc	prostate	175	FALSE	13	0	13	175	1344
DU145	duke university 145	prostate	NA	FALSE	14	3	17	NA	35511
DU145	du-145	prostate	15600	FALSE	2	3	5	15600	35511
PC-3	pc3	prostate	25100	FALSE	2	1	3	25100	69900
22Rv1	cwr22r	prostate	526	FALSE	4	2	6	526	7200
22Rv1	cwr22-r1	prostate	105	FALSE	4	3	7	105	7200
DU145	du 145	prostate	15600	FALSE	2	3	5	15600	35511
SW962	sw962	vulvar	26	FALSE	2	3	5	26	32
SW962	sw 962	vulvar	6	FALSE	2	3	5	6	32
SW962	sw-962	vulvar	6	FALSE	2	3	5	6	32
MRK-nu-1	mrknu-1	breast	10	FALSE	5	1	6	10	91
CAL-51	cal51	breast	600	FALSE	3	2	5	600	998
MDA-MB-157	mdamb157	breast	88	FALSE	5	3	8	88	3787
COLO 824	colo-824	breast	50	FALSE	4	3	7	50	71
CAL-148	cal 148	breast	67	FALSE	3	3	6	67	115
CAL-148	cal148	breast	48	FALSE	3	3	6	48	115
Evsa-T	evsa-t	breast	358	FALSE	5	0	5	358	396
CAL-85-1	cal851	breast	28	FALSE	3	3	6	28	85
MDA-MB-157	mda-mb157	breast	145	FALSE	5	3	8	145	3787
CAL-120	cal-120	breast	81	FALSE	3	3	6	81	152
COLO 824	colo 824	breast	50	FALSE	4	3	7	50	71
CAL-85-1	cal-85-1	breast	41	FALSE	3	3	6	41	85
OCUB-M	ocub-1m	breast	2	FALSE	5	1	6	2	54
DU4475	du4475	breast	546	FALSE	2	4	6	546	691
Evsa-T	evsat	breast	38	FALSE	5	0	5	38	396
CAL-85-1	centre antoine lacassagne-85-1	breast	NA	FALSE	23	3	26	NA	85
OCUB-M	ocub-1 monolayered	breast	NA	FALSE	15	1	16	NA	54
DU4475	duke university 4475	breast	NA	FALSE	14	4	18	NA	691
MRK-nu-1	mrknu1	breast	7	FALSE	5	1	6	7	91
OCUB-M	ocubm	breast	10	FALSE	5	0	5	10	54
MRK-nu-1	mrk-nu-i	breast	3	FALSE	6	0	6	3	91
DU4475	du 4475	breast	145	FALSE	2	4	6	145	691
CAL-148	cal-148	breast	67	FALSE	3	3	6	67	115
COLO 824	colo824	breast	21	FALSE	4	3	7	21	71
MDA-MB-157	mda157	breast	225	FALSE	3	3	6	225	3787
Evsa-T	evsa/t	breast	358	FALSE	5	0	5	358	396
OCUB-M	ocub-m	breast	42	FALSE	5	0	5	42	54
MRK-nu-1	mrk-nu1	breast	6	FALSE	5	1	6	6	91
DU4475	du-4475	breast	145	FALSE	2	4	6	145	691
CAL-148	centre antoine lacassagne-148	breast	NA	FALSE	23	3	26	NA	115
HDQ-P1	hdqp1	breast	25	FALSE	4	1	5	25	95
CAL-85-1	cal 85-1	breast	41	FALSE	3	3	6	41	85
MDA-MB-157	md anderson-metastatic breast-157	breast	NA	FALSE	26	3	29	NA	3787
CAL-51	cal 51	breast	398	FALSE	3	2	5	398	998
MRK-nu-1	mrk-nu-1	breast	65	FALSE	5	1	6	65	91
EFM-192A	efm-192a	breast	78	FALSE	4	3	7	78	147
MDA-MB-157	mb 157	breast	1520	FALSE	2	3	5	1520	3787
MFM-223	mfm-223	breast	234	FALSE	3	3	6	234	313
CAL-120	cal 120	breast	81	FALSE	3	3	6	81	152
MDA-MB-330	mda-mb-330	breast	188	FALSE	5	3	8	188	229
MDA-MB-330	mda330	breast	9	FALSE	3	3	6	9	229
CAL-51	centre antoine lacassagne-51	breast	NA	FALSE	23	2	25	NA	998
CAL-85-1	cal85-1	breast	16	FALSE	3	3	6	16	85
